number,status,score,level,primary_category,tags,prize,formalized,oeis,problem_file,url,model_review_level,model_review_score,model_review_confidence,model_review_file
738,open,47,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_738.md,https://www.erdosproblems.com/738,low_to_medium_candidate,40,medium,archive/v1/reviews/problem_738.json
739,not provable,31,not_applicable_meta_mathematical,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_739.md,https://www.erdosproblems.com/739,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_739.json
740,open,49,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,results/problems/graph-theory/problem_740.md,https://www.erdosproblems.com/740,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_740.json
742,decidable,70,high_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_742.md,https://www.erdosproblems.com/742,high_candidate,83,medium,archive/v1/reviews/problem_742.json
743,falsifiable,59,medium_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_743.md,https://www.erdosproblems.com/743,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_743.json
749,open,30,low_candidate,additive combinatorics,additive combinatorics,no,yes,N/A,results/problems/additive-combinatorics/problem_749.md,https://www.erdosproblems.com/749,medium_candidate,68,medium,archive/v1/reviews/problem_749.json
750,open,54,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,results/problems/graph-theory/problem_750.md,https://www.erdosproblems.com/750,medium_candidate,55,medium,archive/v1/reviews/problem_750.json
757,open,28,low_candidate,geometry,geometry; distances; sidon sets,no,yes,possible,results/problems/geometry/problem_757.md,https://www.erdosproblems.com/757,medium_candidate,62,medium,archive/v1/reviews/problem_757.json
761,open,47,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_761.md,https://www.erdosproblems.com/761,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_761.json
766,open,41,low_to_medium_candidate,graph theory,graph theory; turan number,no,no,possible,results/problems/graph-theory/problem_766.md,https://www.erdosproblems.com/766,medium_candidate,55,medium,archive/v1/reviews/problem_766.json
768,open,22,low_candidate,number theory,number theory,no,no,A001034; A352287,results/problems/number-theory/problem_768.md,https://www.erdosproblems.com/768,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_768.json
769,open,15,low_candidate,number theory,number theory; geometry,no,no,possible,results/problems/number-theory/problem_769.md,https://www.erdosproblems.com/769,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_769.json
770,open,30,low_candidate,number theory,number theory,no,yes,A263647; possible,results/problems/number-theory/problem_770.md,https://www.erdosproblems.com/770,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_770.json
773,open,18,low_candidate,number theory,number theory; sidon sets; squares,no,no,A390813,results/problems/number-theory/problem_773.md,https://www.erdosproblems.com/773,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_773.json
774,open,29,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_774.md,https://www.erdosproblems.com/774,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_774.json
776,open,28,low_candidate,combinatorics,combinatorics,no,no,possible,results/problems/combinatorics/problem_776.md,https://www.erdosproblems.com/776,high_candidate,82,medium,archive/v1/reviews/problem_776.json
778,open,37,low_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_778.md,https://www.erdosproblems.com/778,medium_candidate,6,medium,archive/v1/reviews/problem_778.json
779,falsifiable,46,low_to_medium_candidate,number theory,number theory; primes,no,yes,A005235,results/problems/number-theory/problem_779.md,https://www.erdosproblems.com/779,medium_candidate,68,medium,archive/v1/reviews/problem_779.json
782,open,26,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_782.md,https://www.erdosproblems.com/782,low_to_medium_candidate,35,medium,archive/v1/reviews/problem_782.json
786,open,32,low_candidate,number theory,number theory,no,yes,A143301; possible,results/problems/number-theory/problem_786.md,https://www.erdosproblems.com/786,medium_candidate,62,medium,archive/v1/reviews/problem_786.json
787,open,20,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,results/problems/additive-combinatorics/problem_787.md,https://www.erdosproblems.com/787,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_787.json
788,open,23,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,results/problems/additive-combinatorics/problem_788.md,https://www.erdosproblems.com/788,medium_candidate,58,medium,archive/v1/reviews/problem_788.json
789,open,26,low_candidate,additive combinatorics,additive combinatorics,no,yes,possible,results/problems/additive-combinatorics/problem_789.md,https://www.erdosproblems.com/789,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_789.json
790,open,23,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,results/problems/additive-combinatorics/problem_790.md,https://www.erdosproblems.com/790,medium_candidate,58,medium,archive/v1/reviews/problem_790.json
791,open,33,low_candidate,additive combinatorics,additive combinatorics,no,no,A066063,results/problems/additive-combinatorics/problem_791.md,https://www.erdosproblems.com/791,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_791.json
792,open,24,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,results/problems/additive-combinatorics/problem_792.md,https://www.erdosproblems.com/792,medium_candidate,55,medium,archive/v1/reviews/problem_792.json
793,open,20,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_793.md,https://www.erdosproblems.com/793,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_793.json
796,open,18,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_796.md,https://www.erdosproblems.com/796,low_to_medium_candidate,46,medium,archive/v1/reviews/problem_796.json
802,open,37,low_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_802.md,https://www.erdosproblems.com/802,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_802.json
805,open,38,low_to_medium_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_805.md,https://www.erdosproblems.com/805,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_805.json
809,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_809.md,https://www.erdosproblems.com/809,medium_candidate,60,medium,archive/v1/reviews/problem_809.json
810,open,43,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_810.md,https://www.erdosproblems.com/810,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_810.json
811,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_811.md,https://www.erdosproblems.com/811,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_811.json
812,open,38,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,yes,A059442,results/problems/graph-theory/problem_812.md,https://www.erdosproblems.com/812,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_812.json
813,open,28,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_813.md,https://www.erdosproblems.com/813,high_candidate,78,medium,archive/v1/reviews/problem_813.json
817,open,26,low_candidate,additive combinatorics,additive combinatorics,no,yes,possible,results/problems/additive-combinatorics/problem_817.md,https://www.erdosproblems.com/817,medium_candidate,62,medium,archive/v1/reviews/problem_817.json
819,open,24,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,results/problems/additive-combinatorics/problem_819.md,https://www.erdosproblems.com/819,medium_candidate,62,medium,archive/v1/reviews/problem_819.json
820,open,31,low_candidate,number theory,number theory,no,no,A263647,results/problems/number-theory/problem_820.md,https://www.erdosproblems.com/820,medium_candidate,60,medium,archive/v1/reviews/problem_820.json
821,open,19,low_candidate,number theory,number theory,no,no,A014197,results/problems/number-theory/problem_821.md,https://www.erdosproblems.com/821,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_821.json
824,open,21,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_824.md,https://www.erdosproblems.com/824,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_824.json
826,open,32,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_826.md,https://www.erdosproblems.com/826,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_826.json
827,open,24,low_candidate,geometry,geometry,no,no,possible,results/problems/geometry/problem_827.md,https://www.erdosproblems.com/827,medium_candidate,52,medium,archive/v1/reviews/problem_827.json
828,open,32,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_828.md,https://www.erdosproblems.com/828,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_828.json
829,open,18,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_829.md,https://www.erdosproblems.com/829,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_829.json
830,open,36,low_candidate,number theory,number theory,no,yes,A259180,results/problems/number-theory/problem_830.md,https://www.erdosproblems.com/830,low_candidate,22,medium,archive/v1/reviews/problem_830.json
831,open,27,low_candidate,geometry,geometry,no,no,possible,results/problems/geometry/problem_831.md,https://www.erdosproblems.com/831,medium_candidate,61,medium,archive/v1/reviews/problem_831.json
835,verifiable,79,high_candidate,graph theory,graph theory; hypergraphs,no,yes,N/A,results/problems/graph-theory/problem_835.md,https://www.erdosproblems.com/835,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_835.json
836,open,50,low_to_medium_candidate,graph theory,graph theory; hypergraphs; chromatic number,no,no,N/A,results/problems/graph-theory/problem_836.md,https://www.erdosproblems.com/836,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_836.json
837,open,41,low_to_medium_candidate,graph theory,graph theory; hypergraphs,no,no,N/A,results/problems/graph-theory/problem_837.md,https://www.erdosproblems.com/837,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_837.json
838,open,26,low_candidate,geometry,geometry; convex,no,no,possible,results/problems/geometry/problem_838.md,https://www.erdosproblems.com/838,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_838.json
839,open,17,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_839.md,https://www.erdosproblems.com/839,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_839.json
840,open,21,low_candidate,additive combinatorics,additive combinatorics; sidon sets,no,no,N/A,results/problems/additive-combinatorics/problem_840.md,https://www.erdosproblems.com/840,low_to_medium_candidate,46,medium,archive/v1/reviews/problem_840.json
848,decidable,59,medium_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_848.md,https://www.erdosproblems.com/848,high_candidate,88,high,archive/v1/reviews/problem_848.json
849,open,37,low_candidate,number theory,number theory; binomial coefficients,no,yes,A003016; A003015; A059233; A098565; A090162; A180058; A182237,results/problems/number-theory/problem_849.md,https://www.erdosproblems.com/849,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_849.json
850,open,30,low_candidate,number theory,number theory; primes,no,yes,A343101,results/problems/number-theory/problem_850.md,https://www.erdosproblems.com/850,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_850.json
852,open,22,low_candidate,number theory,number theory; primes,no,no,A001223; A053597; A078515,results/problems/number-theory/problem_852.md,https://www.erdosproblems.com/852,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_852.json
853,open,30,low_candidate,number theory,number theory; primes,no,yes,A001223; A390769,results/problems/number-theory/problem_853.md,https://www.erdosproblems.com/853,low_to_medium_candidate,38,high,archive/v1/reviews/problem_853.json
854,open,28,low_candidate,number theory,number theory,no,no,A389839; A048670,results/problems/number-theory/problem_854.md,https://www.erdosproblems.com/854,medium_candidate,64,medium,archive/v1/reviews/problem_854.json
855,open,27,low_candidate,number theory,number theory; primes,no,yes,A023193,results/problems/number-theory/problem_855.md,https://www.erdosproblems.com/855,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_855.json
856,open,9,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_856.md,https://www.erdosproblems.com/856,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_856.json
857,open,35,low_candidate,combinatorics,combinatorics,no,yes,possible,results/problems/combinatorics/problem_857.md,https://www.erdosproblems.com/857,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_857.json
859,open,26,low_candidate,number theory,number theory; divisors,no,yes,N/A,results/problems/number-theory/problem_859.md,https://www.erdosproblems.com/859,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_859.json
860,open,19,low_candidate,number theory,number theory; primes,no,no,A048670; A058989,results/problems/number-theory/problem_860.md,https://www.erdosproblems.com/860,low_to_medium_candidate,36,medium,archive/v1/reviews/problem_860.json
864,open,22,low_candidate,number theory,number theory; sidon sets; additive combinatorics,no,no,A389182,results/problems/number-theory/problem_864.md,https://www.erdosproblems.com/864,medium_candidate,60,medium,archive/v1/reviews/problem_864.json
865,open,26,low_candidate,number theory,number theory; additive combinatorics,no,yes,possible,results/problems/number-theory/problem_865.md,https://www.erdosproblems.com/865,medium_candidate,52,medium,archive/v1/reviews/problem_865.json
866,open,15,low_candidate,number theory,number theory; additive combinatorics,no,no,possible,results/problems/number-theory/problem_866.md,https://www.erdosproblems.com/866,medium_candidate,58,medium,archive/v1/reviews/problem_866.json
870,open,30,low_candidate,number theory,number theory; additive basis,no,no,N/A,results/problems/number-theory/problem_870.md,https://www.erdosproblems.com/870,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_870.json
872,open,12,low_candidate,number theory,number theory; primitive sets,no,no,possible,results/problems/number-theory/problem_872.md,https://www.erdosproblems.com/872,high_candidate,82,medium,archive/v1/reviews/problem_872.json
873,open,29,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_873.md,https://www.erdosproblems.com/873,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_873.json
875,open,32,low_candidate,additive combinatorics,additive combinatorics,no,no,N/A,results/problems/additive-combinatorics/problem_875.md,https://www.erdosproblems.com/875,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_875.json
876,open,17,low_candidate,additive combinatorics,additive combinatorics,no,no,N/A,results/problems/additive-combinatorics/problem_876.md,https://www.erdosproblems.com/876,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_876.json
878,open,15,low_candidate,number theory,number theory,no,no,A339378; possible,results/problems/number-theory/problem_878.md,https://www.erdosproblems.com/878,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_878.json
879,open,19,low_candidate,number theory,number theory,no,no,A186736,results/problems/number-theory/problem_879.md,https://www.erdosproblems.com/879,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_879.json
881,open,39,low_to_medium_candidate,number theory,number theory; additive basis,no,yes,N/A,results/problems/number-theory/problem_881.md,https://www.erdosproblems.com/881,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_881.json
883,open,25,low_candidate,number theory,number theory; graph theory,no,no,N/A,results/problems/number-theory/problem_883.md,https://www.erdosproblems.com/883,medium_candidate,63,medium,archive/v1/reviews/problem_883.json
885,open,29,low_candidate,number theory,number theory; divisors,no,yes,N/A,results/problems/number-theory/problem_885.md,https://www.erdosproblems.com/885,medium_candidate,66,medium,archive/v1/reviews/problem_885.json
886,open,29,low_candidate,number theory,number theory; divisors,no,yes,N/A,results/problems/number-theory/problem_886.md,https://www.erdosproblems.com/886,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_886.json
887,open,31,low_candidate,number theory,number theory; divisors,no,yes,N/A,results/problems/number-theory/problem_887.md,https://www.erdosproblems.com/887,medium_candidate,62,medium,archive/v1/reviews/problem_887.json
888,open,24,low_candidate,number theory,number theory; squares,no,yes,A387584,results/problems/number-theory/problem_888.md,https://www.erdosproblems.com/888,medium_candidate,63,medium,archive/v1/reviews/problem_888.json
889,open,26,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_889.md,https://www.erdosproblems.com/889,low_candidate,25,medium,archive/v1/reviews/problem_889.json
890,open,20,low_candidate,number theory,number theory; primes,no,yes,N/A,results/problems/number-theory/problem_890.md,https://www.erdosproblems.com/890,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_890.json
891,open,26,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_891.md,https://www.erdosproblems.com/891,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_891.json
892,open,22,low_candidate,number theory,number theory; primitive sets,no,no,N/A,results/problems/number-theory/problem_892.md,https://www.erdosproblems.com/892,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_892.json
893,open,30,low_candidate,number theory,number theory; divisors,no,yes,A046801; possible,results/problems/number-theory/problem_893.md,https://www.erdosproblems.com/893,medium_candidate,62,medium,archive/v1/reviews/problem_893.json
901,open,38,low_to_medium_candidate,combinatorics,combinatorics; hypergraphs,no,no,possible,results/problems/combinatorics/problem_901.md,https://www.erdosproblems.com/901,low_to_medium_candidate,34,high,archive/v1/reviews/problem_901.json
902,open,38,low_to_medium_candidate,graph theory,graph theory,no,no,A362137,results/problems/graph-theory/problem_902.md,https://www.erdosproblems.com/902,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_902.json
906,open,37,low_candidate,analysis,analysis; iterated functions,no,yes,N/A,results/problems/analysis/problem_906.md,https://www.erdosproblems.com/906,medium_candidate,66,medium,archive/v1/reviews/problem_906.json
911,open,43,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_911.md,https://www.erdosproblems.com/911,medium_candidate,58,medium,archive/v1/reviews/problem_911.json
912,open,27,low_candidate,number theory,number theory; factorials,no,yes,A071626,results/problems/number-theory/problem_912.md,https://www.erdosproblems.com/912,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_912.json
913,open,33,low_candidate,number theory,number theory,no,yes,A359747,results/problems/number-theory/problem_913.md,https://www.erdosproblems.com/913,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_913.json
917,open,43,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_917.md,https://www.erdosproblems.com/917,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_917.json
918,open,54,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,results/problems/graph-theory/problem_918.md,https://www.erdosproblems.com/918,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_918.json
919,open,48,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_919.md,https://www.erdosproblems.com/919,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_919.json
920,open,43,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,possible,results/problems/graph-theory/problem_920.md,https://www.erdosproblems.com/920,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_920.json
928,open,25,low_candidate,number theory,number theory,no,no,A006530,results/problems/number-theory/problem_928.md,https://www.erdosproblems.com/928,low_to_medium_candidate,36,high,archive/v1/reviews/problem_928.json
929,open,12,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_929.md,https://www.erdosproblems.com/929,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_929.json
930,open,34,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_930.md,https://www.erdosproblems.com/930,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_930.json
931,open,40,low_to_medium_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_931.md,https://www.erdosproblems.com/931,medium_candidate,58,medium,archive/v1/reviews/problem_931.json
932,open,33,low_candidate,number theory,number theory,no,yes,A387864,results/problems/number-theory/problem_932.md,https://www.erdosproblems.com/932,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_932.json
933,open,24,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_933.md,https://www.erdosproblems.com/933,medium_candidate,62,medium,archive/v1/reviews/problem_933.json
934,open,34,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_934.md,https://www.erdosproblems.com/934,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_934.json
935,open,27,low_candidate,number theory,number theory,no,no,A057521; A389244; possible,results/problems/number-theory/problem_935.md,https://www.erdosproblems.com/935,medium_candidate,62,medium,archive/v1/reviews/problem_935.json
936,open,42,low_to_medium_candidate,number theory,number theory,no,yes,A146968; possible,results/problems/number-theory/problem_936.md,https://www.erdosproblems.com/936,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_936.json
938,open,42,low_to_medium_candidate,number theory,number theory,no,yes,A001694; possible,results/problems/number-theory/problem_938.md,https://www.erdosproblems.com/938,medium_candidate,62,medium,archive/v1/reviews/problem_938.json
939,open,34,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_939.md,https://www.erdosproblems.com/939,medium_candidate,58,medium,archive/v1/reviews/problem_939.json
940,open,29,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_940.md,https://www.erdosproblems.com/940,low_to_medium_candidate,32,high,archive/v1/reviews/problem_940.json
942,open,25,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_942.md,https://www.erdosproblems.com/942,medium_candidate,64,medium,archive/v1/reviews/problem_942.json
943,open,29,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_943.md,https://www.erdosproblems.com/943,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_943.json
944,open,45,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,results/problems/graph-theory/problem_944.md,https://www.erdosproblems.com/944,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_944.json
945,open,23,low_candidate,number theory,number theory; divisors,no,yes,possible; A048892,results/problems/number-theory/problem_945.md,https://www.erdosproblems.com/945,medium_candidate,58,medium,archive/v1/reviews/problem_945.json
948,open,39,low_to_medium_candidate,number theory,number theory; ramsey theory,no,no,N/A,results/problems/number-theory/problem_948.md,https://www.erdosproblems.com/948,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_948.json
949,open,39,low_to_medium_candidate,ramsey theory,ramsey theory,no,yes,N/A,results/problems/ramsey-theory/problem_949.md,https://www.erdosproblems.com/949,medium_candidate,63,medium,archive/v1/reviews/problem_949.json
950,open,6,low_candidate,number theory,number theory; primes,no,no,N/A,results/problems/number-theory/problem_950.md,https://www.erdosproblems.com/950,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_950.json
951,open,31,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_951.md,https://www.erdosproblems.com/951,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_951.json
952,open,28,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_952.md,https://www.erdosproblems.com/952,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_952.json
953,open,18,low_candidate,geometry,geometry; distances,no,no,N/A,results/problems/geometry/problem_953.md,https://www.erdosproblems.com/953,medium_candidate,55,medium,archive/v1/reviews/problem_953.json
954,open,30,low_candidate,number theory,number theory,no,no,A390642,results/problems/number-theory/problem_954.md,https://www.erdosproblems.com/954,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_954.json
955,open,12,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_955.md,https://www.erdosproblems.com/955,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_955.json
956,open,15,low_candidate,geometry,geometry; distances; convex,no,no,possible,results/problems/geometry/problem_956.md,https://www.erdosproblems.com/956,medium_candidate,58,medium,archive/v1/reviews/problem_956.json
959,open,21,low_candidate,geometry,geometry; distances,no,no,N/A,results/problems/geometry/problem_959.md,https://www.erdosproblems.com/959,medium_candidate,58,medium,archive/v1/reviews/problem_959.json
961,open,27,low_candidate,number theory,number theory,no,yes,A213253,results/problems/number-theory/problem_961.md,https://www.erdosproblems.com/961,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_961.json
962,open,27,low_candidate,number theory,number theory,no,yes,A327909,results/problems/number-theory/problem_962.md,https://www.erdosproblems.com/962,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_962.json
963,open,27,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_963.md,https://www.erdosproblems.com/963,medium_candidate,63,medium,archive/v1/reviews/problem_963.json
968,open,30,low_candidate,number theory,number theory,no,yes,A387591,results/problems/number-theory/problem_968.md,https://www.erdosproblems.com/968,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_968.json
969,open,16,low_candidate,number theory,number theory,no,no,A013928,results/problems/number-theory/problem_969.md,https://www.erdosproblems.com/969,low_candidate,22,high,archive/v1/reviews/problem_969.json
970,open,22,low_candidate,number theory,number theory,no,no,A048669,results/problems/number-theory/problem_970.md,https://www.erdosproblems.com/970,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_970.json
971,open,32,low_candidate,number theory,number theory,no,yes,A226521,results/problems/number-theory/problem_971.md,https://www.erdosproblems.com/971,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_971.json
972,open,29,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_972.md,https://www.erdosproblems.com/972,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_972.json
973,open,28,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_973.md,https://www.erdosproblems.com/973,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_973.json
975,open,20,low_candidate,number theory,number theory; divisors,no,yes,A147807; possible,results/problems/number-theory/problem_975.md,https://www.erdosproblems.com/975,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_975.json
976,open,21,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_976.md,https://www.erdosproblems.com/976,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_976.json
978,open,23,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_978.md,https://www.erdosproblems.com/978,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_978.json
979,open,30,low_candidate,number theory,number theory,no,yes,A385316; possible,results/problems/number-theory/problem_979.md,https://www.erdosproblems.com/979,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_979.json
982,falsifiable,52,low_to_medium_candidate,geometry,geometry; convex; distances,no,yes,A004526,results/problems/geometry/problem_982.md,https://www.erdosproblems.com/982,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_982.json
983,open,18,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_983.md,https://www.erdosproblems.com/983,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_983.json
985,open,33,low_candidate,number theory,number theory,no,yes,A002233; A219429; A103309; possible,results/problems/number-theory/problem_985.md,https://www.erdosproblems.com/985,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_985.json
986,open,39,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A000791; A059442,results/problems/graph-theory/problem_986.md,https://www.erdosproblems.com/986,low_candidate,24,medium,archive/v1/reviews/problem_986.json
993,falsifiable,62,medium_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_993.md,https://www.erdosproblems.com/993,medium_candidate,64,medium,archive/v1/reviews/problem_993.json
995,open,27,low_candidate,analysis,analysis; discrepancy,no,no,N/A,results/problems/analysis/problem_995.md,https://www.erdosproblems.com/995,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_995.json
996,open,31,low_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_996.md,https://www.erdosproblems.com/996,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_996.json
1002,open,31,low_candidate,analysis,analysis; diophantine approximation,no,yes,N/A,results/problems/analysis/problem_1002.md,https://www.erdosproblems.com/1002,medium_candidate,62,medium,archive/v1/reviews/problem_1002.json
1003,open,39,low_to_medium_candidate,number theory,number theory,no,yes,A001274,results/problems/number-theory/problem_1003.md,https://www.erdosproblems.com/1003,low_candidate,24,medium,archive/v1/reviews/problem_1003.json
