number,status,score,level,primary_category,tags,prize,formalized,oeis,problem_file,url
1146,open,24,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_1146.md,https://www.erdosproblems.com/1146
1150,open,35,low_candidate,analysis,analysis; polynomials,no,yes,N/A,problems/analysis/problem_1150.md,https://www.erdosproblems.com/1150
1151,open,31,low_candidate,analysis,analysis; polynomials,no,no,N/A,problems/analysis/problem_1151.md,https://www.erdosproblems.com/1151
1152,open,31,low_candidate,analysis,analysis; polynomials,no,no,N/A,problems/analysis/problem_1152.md,https://www.erdosproblems.com/1152
1154,not disprovable,11,not_applicable_meta_mathematical,analysis,analysis,no,no,N/A,problems/analysis/problem_1154.md,https://www.erdosproblems.com/1154
1155,open,33,low_candidate,graph theory,graph theory,no,no,N/A,problems/graph-theory/problem_1155.md,https://www.erdosproblems.com/1155
1156,open,46,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,problems/graph-theory/problem_1156.md,https://www.erdosproblems.com/1156
1157,open,38,low_to_medium_candidate,hypergraphs,hypergraphs; turan number,no,no,possible,problems/hypergraphs/problem_1157.md,https://www.erdosproblems.com/1157
1158,open,38,low_to_medium_candidate,hypergraphs,hypergraphs; turan number,no,no,possible,problems/hypergraphs/problem_1158.md,https://www.erdosproblems.com/1158
1159,open,34,low_candidate,combinatorics,combinatorics,no,no,N/A,problems/combinatorics/problem_1159.md,https://www.erdosproblems.com/1159
1160,open,31,low_candidate,group theory,group theory,no,no,A000001,problems/group-theory/problem_1160.md,https://www.erdosproblems.com/1160
1162,open,26,low_candidate,group theory,group theory,no,no,possible,problems/group-theory/problem_1162.md,https://www.erdosproblems.com/1162
1163,open,30,low_candidate,group theory,group theory,no,no,N/A,problems/group-theory/problem_1163.md,https://www.erdosproblems.com/1163
1167,open,34,low_candidate,set theory,set theory; probability,no,no,N/A,problems/set-theory/problem_1167.md,https://www.erdosproblems.com/1167
1168,open,31,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,problems/set-theory/problem_1168.md,https://www.erdosproblems.com/1168
1169,not disprovable,16,not_applicable_meta_mathematical,set theory,set theory; ramsey theory,no,no,N/A,problems/set-theory/problem_1169.md,https://www.erdosproblems.com/1169
1170,open,31,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,problems/set-theory/problem_1170.md,https://www.erdosproblems.com/1170
1171,open,34,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,problems/set-theory/problem_1171.md,https://www.erdosproblems.com/1171
1172,open,34,low_candidate,set theory,set theory; ramsey theory,no,no,N/A,problems/set-theory/problem_1172.md,https://www.erdosproblems.com/1172
1173,open,33,low_candidate,set theory,set theory; combinatorics,no,no,N/A,problems/set-theory/problem_1173.md,https://www.erdosproblems.com/1173
1174,not disprovable,24,not_applicable_meta_mathematical,set theory,set theory; ramsey theory,no,no,N/A,problems/set-theory/problem_1174.md,https://www.erdosproblems.com/1174
1175,open,37,low_candidate,set theory,set theory; chromatic number,no,no,N/A,problems/set-theory/problem_1175.md,https://www.erdosproblems.com/1175
1176,not disprovable,27,not_applicable_meta_mathematical,set theory,set theory; chromatic number,no,yes,N/A,problems/set-theory/problem_1176.md,https://www.erdosproblems.com/1176
1177,open,47,low_to_medium_candidate,set theory,set theory; chromatic number; hypergraphs,no,no,N/A,problems/set-theory/problem_1177.md,https://www.erdosproblems.com/1177
1178,open,44,low_to_medium_candidate,graph theory,graph theory; hypergraphs,no,no,N/A,problems/graph-theory/problem_1178.md,https://www.erdosproblems.com/1178
1181,open,17,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_1181.md,https://www.erdosproblems.com/1181
1182,open,32,low_candidate,graph theory,graph theory; ramsey theory,no,no,possible,problems/graph-theory/problem_1182.md,https://www.erdosproblems.com/1182
1183,open,41,low_to_medium_candidate,combinatorics,combinatorics; ramsey theory,no,no,possible,problems/combinatorics/problem_1183.md,https://www.erdosproblems.com/1183
1184,open,15,low_candidate,number theory,number theory; primes,no,no,possible,problems/number-theory/problem_1184.md,https://www.erdosproblems.com/1184
1186,open,24,low_candidate,additive combinatorics,additive combinatorics; arithmetic progressions,no,no,possible,problems/additive-combinatorics/problem_1186.md,https://www.erdosproblems.com/1186
1188,open,33,low_candidate,number theory,number theory; covering systems,no,no,possible,problems/number-theory/problem_1188.md,https://www.erdosproblems.com/1188
1189,open,28,low_candidate,number theory,number theory; covering systems,no,no,possible,problems/number-theory/problem_1189.md,https://www.erdosproblems.com/1189
1190,open,33,low_candidate,number theory,number theory; covering systems,no,no,possible,problems/number-theory/problem_1190.md,https://www.erdosproblems.com/1190
1191,open,17,low_candidate,additive combinatorics,additive combinatorics; sidon sets,$1000,no,possible,problems/additive-combinatorics/problem_1191.md,https://www.erdosproblems.com/1191
1192,open,24,low_candidate,additive combinatorics,additive combinatorics; additive basis,no,no,possible,problems/additive-combinatorics/problem_1192.md,https://www.erdosproblems.com/1192
1194,open,24,low_candidate,additive combinatorics,additive combinatorics; additive basis; sidon sets,no,no,possible,problems/additive-combinatorics/problem_1194.md,https://www.erdosproblems.com/1194
1199,open,42,low_to_medium_candidate,additive combinatorics,additive combinatorics; ramsey theory,no,yes,possible,problems/additive-combinatorics/problem_1199.md,https://www.erdosproblems.com/1199
1200,open,12,low_candidate,number theory,number theory; primes,no,no,possible,problems/number-theory/problem_1200.md,https://www.erdosproblems.com/1200
1201,open,18,low_candidate,number theory,number theory; primes,no,no,possible,problems/number-theory/problem_1201.md,https://www.erdosproblems.com/1201
1203,open,26,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_1203.md,https://www.erdosproblems.com/1203
1204,open,22,low_candidate,number theory,number theory,no,no,A008407; A023193; A135311; possible,problems/number-theory/problem_1204.md,https://www.erdosproblems.com/1204
1206,open,20,low_candidate,number theory,number theory; sidon sets,no,no,possible,problems/number-theory/problem_1206.md,https://www.erdosproblems.com/1206
1207,open,17,low_candidate,geometry,geometry; distances,no,no,possible,problems/geometry/problem_1207.md,https://www.erdosproblems.com/1207
1208,open,15,low_candidate,geometry,geometry; distances,no,no,possible,problems/geometry/problem_1208.md,https://www.erdosproblems.com/1208
1209,open,28,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_1209.md,https://www.erdosproblems.com/1209
1210,open,23,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_1210.md,https://www.erdosproblems.com/1210
1212,open,31,low_candidate,number theory,number theory; primes,no,no,possible,problems/number-theory/problem_1212.md,https://www.erdosproblems.com/1212
